transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,device_id,ip_address,is_fraud,out_degree,in_degree,total_sent,total_received,avg_sent,shared_device_count,shared_ip_count,fraud_out,fraud_in,total_degree
TXN00001976,2024-08-25 12:59:56,ACC000687,ACC000673,37.43,PAYMENT,4e84114f-a579,192.168.126.178,0,8,10,2169.19,4804.88,271.14875,8,8,0,0,18
TXN00001977,2024-04-03 14:04:48,ACC000241,ACC000114,491.46,TRANSFER,a57cc7b7-5b8b,192.168.187.189,0,9,4,3238.7999999999997,1237.27,359.8666666666667,9,9,0,0,13
TXN00001978,2024-01-19 03:42:41,ACC000534,ACC000680,657.82,CASH_OUT,29534e2a-9dcc,192.168.85.135,0,10,7,3358.13,6269.68,335.813,10,10,0,0,17
TXN00001979,2024-06-21 23:37:35,ACC000508,ACC000905,471.09,TRANSFER,4e84114f-a579,192.168.112.170,0,14,16,10714.560000000001,11496.59,765.3257142857144,13,13,0,0,30
TXN00001980,2024-12-15 01:32:16,ACC000791,ACC000826,2262.32,DEBIT,2854d341-71ed,192.168.85.6,0,11,13,7640.660000000001,5846.479999999999,694.6054545454546,11,11,0,0,24
TXN00001981,2024-12-25 11:02:09,ACC000825,ACC000766,146.29,DEBIT,c850ebc6-2838,192.168.112.170,0,18,21,273503.11999999994,324858.82000000007,15194.61777777778,16,18,9,12,39
TXN00001982,2024-10-03 02:40:04,ACC000223,ACC000147,619.27,PAYMENT,c701abc0-99c3,192.168.195.211,0,24,26,304847.74,316161.42,12701.989166666666,21,20,12,12,50
TXN00001983,2024-10-04 18:21:33,ACC000993,ACC000281,1365.71,CASH_OUT,4389c4b3-72f8,192.168.67.198,0,17,13,8690.839999999998,6212.21,511.22588235294097,17,17,0,0,30
TXN00001984,2024-12-15 12:30:34,ACC000883,ACC000603,1274.5,CASH_OUT,a1cd5a60-fe4d,192.168.45.125,0,11,14,6512.71,7728.530000000001,592.0645454545455,11,11,0,0,25
TXN00001985,2024-10-12 20:31:16,ACC000716,ACC000971,260.15,DEBIT,2c52853e-ff0d,192.168.104.103,0,12,9,7992.57,3246.0199999999995,666.0474999999999,12,12,0,0,21
TXN00001986,2024-02-10 23:37:38,ACC000486,ACC000699,436.12,CASH_OUT,3500bdea-4550,192.168.192.153,0,9,5,3503.0,2516.59,389.2222222222222,9,9,0,0,14
TXN00001987,2024-09-27 01:14:49,ACC000900,ACC000803,1668.03,DEBIT,435ff8f7-6a06,192.168.126.113,0,11,4,7187.409999999999,2573.4500000000003,653.4009090909091,11,11,0,0,15
TXN00001988,2024-05-01 05:12:23,ACC000732,ACC000376,539.78,TRANSFER,05fd3a57-1932,192.168.134.247,0,9,10,5615.739999999999,6794.859999999999,623.971111111111,9,9,0,0,19
TXN00001989,2024-12-26 21:12:55,ACC000861,ACC000757,1458.3,TRANSFER,80292516-f1d4,192.168.238.4,0,7,13,4711.13,5715.33,673.0185714285715,6,7,0,0,20
TXN00001990,2024-07-31 23:24:12,ACC000707,ACC000939,408.71,CASH_OUT,0ada9503-596c,192.168.166.120,0,6,11,2941.74,2946.96,490.29,6,6,0,0,17
TXN00001991,2024-09-27 01:34:32,ACC000565,ACC000393,58.93,CASH_OUT,258b1f30-81ae,192.168.60.10,0,15,13,3070.13,4336.9400000000005,204.6753333333333,14,14,0,0,28
TXN00001992,2024-07-21 05:12:39,ACC000924,ACC000831,1371.8,PAYMENT,585a51b0-dc13,192.168.93.245,0,4,11,3335.32,4758.77,833.83,4,4,0,0,15
TXN00001993,2024-05-11 05:41:16,ACC000878,ACC000453,13.23,DEBIT,af559a81-d1f6,192.168.110.218,0,5,12,2894.27,4093.6999999999994,578.854,5,5,0,0,17
TXN00001994,2024-08-18 18:19:50,ACC000949,ACC000939,34.43,TRANSFER,ec75d302-5b81,192.168.110.168,0,9,8,2832.2,3201.11,314.68888888888887,9,8,0,0,17
TXN00001995,2024-05-18 14:26:35,ACC000958,ACC000842,141.35,CASH_OUT,b1948c6c-75f9,192.168.112.170,0,4,5,1712.9299999999998,2796.3999999999996,428.2325,4,4,0,0,9
TXN00001996,2024-06-04 06:38:22,ACC000215,ACC000880,36.89,DEBIT,5b538758-bfaa,192.168.46.237,0,9,5,2256.16,1753.6,250.68444444444444,9,9,0,0,14
TXN00001997,2024-02-18 22:25:35,ACC000646,ACC000324,736.16,DEBIT,a33553bb-0da7,192.168.36.141,0,13,11,5093.360000000001,4341.9,391.796923076923,13,12,0,0,24
TXN00001998,2024-05-24 13:28:34,ACC000025,ACC000032,46307.41,DEBIT,27f8e60b-106a,192.168.162.36,1,14,19,158258.28000000003,133568.17,11304.16285714286,13,13,7,5,33
TXN00001999,2024-06-29 14:12:35,ACC000482,ACC000754,331.69,CASH_OUT,bbb0a032-89e2,192.168.161.199,0,10,12,3675.98,5677.889999999999,367.59800000000007,10,10,0,0,22
TXN00002000,2024-02-01 13:36:05,ACC000734,ACC000432,613.08,PAYMENT,03b97897-00a5,192.168.195.148,0,12,10,5308.54,9397.130000000001,442.3783333333334,12,12,0,0,22
TXN00002001,2024-07-13 15:40:41,ACC000220,ACC000432,11537.26,CASH_OUT,0cb4e38b-fed0,192.168.51.24,1,24,13,325599.0800000001,128882.09,13566.628333333334,22,23,11,5,37
TXN00002002,2024-02-23 10:22:29,ACC000430,ACC000616,2984.04,CASH_OUT,8fb1cc99-313d,192.168.247.31,0,5,10,4645.43,4730.32,929.086,5,5,0,0,15
TXN00002003,2024-08-01 03:54:27,ACC000464,ACC000711,440.88,TRANSFER,bc1dd77a-372b,192.168.190.46,0,17,14,11883.66,8017.57,699.0388235294117,17,16,0,0,31
TXN00002004,2024-10-06 12:45:51,ACC000656,ACC000188,168.12,PAYMENT,ec80a4e1-f7bc,192.168.206.147,0,10,14,6323.349999999999,7348.599999999999,632.3349999999999,10,10,0,0,24
TXN00002005,2024-04-12 05:09:56,ACC000003,ACC000410,139.04,CASH_OUT,7625e422-25ec,192.168.81.28,0,14,17,6192.679999999999,9432.86,442.33428571428567,13,14,0,0,31
TXN00002006,2024-10-10 02:17:08,ACC000321,ACC000589,499.62,PAYMENT,1597ed5b-09b1,192.168.139.40,0,14,12,5700.650000000001,5436.86,407.1892857142857,14,14,0,0,26
TXN00002007,2024-11-15 08:53:57,ACC000255,ACC000528,284.23,PAYMENT,4ff33168-8d4b,192.168.30.95,0,7,10,5408.68,8683.85,772.6685714285713,7,7,0,0,17
TXN00002008,2024-05-03 23:37:45,ACC000777,ACC000159,44093.56,DEBIT,9f28909f-12de,192.168.42.192,1,14,17,255301.24,307756.67999999993,18235.802857142855,13,11,10,9,31
TXN00002009,2024-05-17 12:35:58,ACC000489,ACC000894,458.87,CASH_OUT,ec4ee5c0-14af,192.168.19.119,0,13,10,7417.79,5189.949999999999,570.5992307692308,13,13,0,0,23
TXN00002010,2024-01-26 08:05:19,ACC000177,ACC000703,403.63,CASH_OUT,68304263-889b,192.168.195.148,0,12,10,5809.990000000001,10363.99,484.1658333333333,11,12,0,0,22
TXN00002011,2024-06-22 21:58:12,ACC000818,ACC000288,40.88,DEBIT,bc54bdb8-d678,192.168.178.90,0,8,8,1146.54,4080.54,143.3175,7,7,0,0,16
TXN00002012,2024-11-29 07:46:21,ACC000376,ACC000186,451.86,DEBIT,32c4d2b1-6055,192.168.132.73,0,10,7,5472.719999999999,3602.2799999999997,547.2719999999999,10,10,0,0,17
TXN00002013,2024-04-17 22:02:07,ACC000967,ACC000854,647.04,TRANSFER,a57cc7b7-5b8b,192.168.128.144,0,8,12,4577.15,8182.349999999999,572.1437500000001,8,7,0,0,20
TXN00002014,2024-12-04 19:58:13,ACC000970,ACC000023,949.95,PAYMENT,d8863690-43e7,192.168.139.94,0,8,12,5595.08,2549.9500000000003,699.385,8,7,0,0,20
TXN00002015,2024-05-31 15:09:24,ACC000928,ACC000091,281.79,CASH_OUT,850a72ee-f3e7,192.168.212.51,0,8,7,2131.12,2057.17,266.39,8,8,0,0,15
TXN00002016,2024-08-23 06:44:33,ACC000718,ACC000872,88.97,DEBIT,acea1d42-22e1,192.168.199.163,0,25,19,421611.31999999995,201366.79999999996,16864.4528,22,23,11,8,44
TXN00002017,2024-06-04 22:30:28,ACC000632,ACC000439,1152.09,PAYMENT,625b3fc6-93cf,192.168.23.142,0,8,9,8047.54,2647.9900000000002,1005.9425,7,8,0,0,17
TXN00002018,2024-12-13 10:03:08,ACC000091,ACC000981,815.92,TRANSFER,cc5ac11d-3a71,192.168.24.80,0,10,8,4681.7,1697.3000000000002,468.17,9,10,0,0,18
TXN00002019,2024-08-05 13:33:29,ACC000014,ACC000735,518.8,DEBIT,3de5dd15-b4a3,192.168.179.52,0,10,6,5469.820000000001,3849.3899999999994,546.982,10,10,0,0,16
TXN00002020,2024-02-23 01:09:30,ACC000847,ACC000689,57.8,PAYMENT,022ad27f-f321,192.168.235.189,0,9,8,3943.1800000000003,6525.650000000001,438.1311111111112,9,8,0,0,17
TXN00002021,2024-07-09 03:57:47,ACC000730,ACC000208,130.44,CASH_OUT,cc624879-3cd3,192.168.118.59,0,13,10,6170.259999999999,3528.2000000000003,474.6353846153846,13,13,0,0,23
TXN00002022,2024-09-05 20:28:28,ACC000294,ACC000764,164.84,PAYMENT,022ad27f-f321,192.168.244.23,0,9,9,3606.2799999999997,3736.5399999999995,400.6977777777778,9,9,0,0,18
TXN00002023,2024-03-14 15:44:12,ACC000441,ACC000876,514.19,PAYMENT,824e60e2-f907,192.168.77.141,0,11,11,5634.089999999999,8348.379999999997,512.1899999999999,11,11,0,0,22
TXN00002024,2024-03-20 23:27:43,ACC000843,ACC000289,460.29,PAYMENT,8fb1cc99-313d,192.168.252.237,0,15,12,7252.6900000000005,8726.029999999999,483.51266666666675,14,14,0,0,27
TXN00002025,2024-01-21 05:36:25,ACC000428,ACC000184,552.66,PAYMENT,7c3d24ce-0bfd,192.168.127.127,0,13,10,6103.289999999999,3443.8799999999997,469.4838461538461,13,13,0,0,23
TXN00002026,2024-10-11 08:56:55,ACC000029,ACC000297,110.02,DEBIT,b1213f4c-455f,192.168.112.170,0,11,10,2644.2799999999997,3676.96,240.38909090909092,11,11,0,0,21
TXN00002027,2024-03-18 15:50:42,ACC000929,ACC000254,830.53,DEBIT,cc5ac11d-3a71,192.168.72.6,0,7,8,4154.34,6024.48,593.4771428571428,7,7,0,0,15
TXN00002028,2024-07-24 02:02:59,ACC000087,ACC000010,2415.98,CASH_OUT,f5f95b10-5490,192.168.19.119,0,11,6,6083.379999999999,1237.38,553.0345454545454,11,11,0,0,17
TXN00002029,2024-08-13 05:12:43,ACC000997,ACC000709,83.84,PAYMENT,e44e0972-f477,192.168.135.12,0,11,7,3667.0199999999995,2060.45,333.36545454545455,11,11,0,0,18
TXN00002030,2024-05-30 06:00:15,ACC000730,ACC000392,74.4,CASH_OUT,c8165ad5-35ee,192.168.20.25,0,13,10,6170.259999999999,3528.2000000000003,474.6353846153846,13,13,0,0,23
TXN00002031,2024-07-07 14:40:49,ACC000074,ACC000097,23.77,TRANSFER,d8863690-43e7,192.168.114.58,0,8,11,3830.17,4956.1900000000005,478.77124999999995,8,8,0,0,19
TXN00002032,2024-09-05 20:42:52,ACC000340,ACC000953,219.51,CASH_OUT,7809e222-aafa,192.168.35.148,0,12,8,5426.799999999999,3257.24,452.23333333333323,12,12,0,0,20
TXN00002033,2024-05-23 06:11:50,ACC000620,ACC000961,379.72,TRANSFER,0ada9503-596c,192.168.73.105,0,8,14,2838.9500000000007,7800.549999999999,354.86875000000003,8,8,0,0,22
TXN00002034,2024-09-23 05:06:35,ACC000005,ACC000259,146.99,DEBIT,555224e1-73dc,192.168.186.184,0,9,6,2286.4099999999994,2301.76,254.04555555555555,9,9,0,0,15
TXN00002035,2024-11-23 17:02:06,ACC000309,ACC000404,780.19,PAYMENT,0ada9503-596c,192.168.60.77,0,8,12,6660.1900000000005,4977.62,832.5237500000001,8,8,0,0,20
TXN00002036,2024-04-07 16:36:10,ACC000991,ACC000913,240.79,PAYMENT,d61d5eab-1f42,192.168.127.94,0,8,5,3215.13,1512.12,401.89124999999996,8,8,0,0,13
TXN00002037,2024-04-19 06:28:17,ACC000266,ACC000173,92.24,CASH_OUT,c2eeffdb-cd9f,192.168.47.84,0,5,7,2734.9999999999995,4406.99,547.0,5,5,0,0,12
TXN00002038,2024-06-20 00:27:16,ACC000718,ACC000754,48197.41,DEBIT,27f8e60b-106a,192.168.42.192,1,25,19,421611.31999999995,201366.79999999996,16864.4528,22,23,11,8,44
TXN00002039,2024-12-24 17:30:17,ACC000145,ACC000266,367.77,TRANSFER,3e76be9f-4455,192.168.254.169,0,17,10,9131.63,4420.46,537.154705882353,17,16,0,0,27
TXN00002040,2024-05-20 10:48:03,ACC000130,ACC000511,641.34,CASH_OUT,5eac71dd-2dc7,192.168.241.61,0,12,10,6806.4400000000005,4292.57,567.2033333333334,11,12,0,0,22
TXN00002041,2024-02-18 09:48:39,ACC000733,ACC000030,46961.24,CASH_OUT,61262a3f-c45f,192.168.143.170,1,16,18,351922.3900000001,285869.17000000004,21995.149374999997,15,16,10,10,34
TXN00002042,2024-08-23 18:52:03,ACC000529,ACC000320,1800.42,PAYMENT,e1c44c90-5916,192.168.37.161,0,7,7,3463.96,4364.67,494.8514285714286,7,7,0,0,14
TXN00002043,2024-01-09 22:31:54,ACC000323,ACC000754,556.66,PAYMENT,44b1e350-e3bc,192.168.190.46,0,14,11,5592.820000000001,4738.500000000001,399.48714285714294,13,14,0,0,25
TXN00002044,2024-05-10 10:01:36,ACC000569,ACC000873,553.7,DEBIT,6639e37b-99af,192.168.248.59,0,11,11,4892.0199999999995,5665.69,444.72909090909087,11,11,0,0,22
TXN00002045,2024-04-07 03:59:35,ACC000054,ACC000193,1126.18,PAYMENT,f5b89277-e651,192.168.102.209,0,14,16,6025.5199999999995,10954.17,430.39428571428573,13,14,0,0,30
TXN00002046,2024-02-03 12:35:19,ACC000187,ACC000036,80.46,PAYMENT,f5f95b10-5490,192.168.23.142,0,6,10,2988.35,4044.4300000000003,498.05833333333334,6,6,0,0,16
TXN00002047,2024-01-27 23:37:24,ACC000722,ACC000478,287.08,DEBIT,e1c44c90-5916,192.168.189.173,0,9,9,4074.13,3330.7799999999997,452.68111111111114,9,9,0,0,18
TXN00002048,2024-02-17 03:28:42,ACC000041,ACC000452,139.46,DEBIT,4134ec4a-45ac,192.168.56.227,0,9,12,3920.9700000000007,5233.26,435.6633333333334,9,8,0,0,21
TXN00002049,2024-06-22 16:24:23,ACC000468,ACC000504,790.25,PAYMENT,2c52853e-ff0d,192.168.210.34,0,12,9,7727.970000000001,5860.83,643.9975,12,12,0,0,21
TXN00002050,2024-04-08 17:55:37,ACC000126,ACC000357,270.4,CASH_OUT,4e84114f-a579,192.168.203.200,0,10,6,4852.02,1990.8400000000001,485.20199999999994,10,9,0,0,16
TXN00002051,2024-01-24 08:39:17,ACC000184,ACC000854,326.54,CASH_OUT,acea1d42-22e1,192.168.241.61,0,6,10,2279.31,1972.9399999999998,379.88500000000005,5,6,0,0,16
TXN00002052,2024-01-03 03:14:46,ACC000576,ACC000912,451.37,PAYMENT,80292516-f1d4,192.168.72.6,0,3,10,1000.78,12092.71,333.5933333333333,3,3,0,0,13
TXN00002053,2024-08-12 19:36:34,ACC000597,ACC000994,1348.92,PAYMENT,72070ab1-fab7,192.168.156.150,0,7,3,2628.1800000000003,1552.0300000000002,375.4542857142857,7,7,0,0,10
TXN00002054,2024-07-12 14:17:59,ACC000426,ACC000942,172.6,DEBIT,554889d1-7175,192.168.20.194,0,7,9,3024.46,5723.579999999999,432.0657142857143,7,7,0,0,16
TXN00002055,2024-08-21 22:47:24,ACC000693,ACC000096,113.37,CASH_OUT,19c4c7c6-a20d,192.168.187.193,0,9,10,8236.75,4969.0,915.1944444444445,9,9,0,0,19
TXN00002056,2024-09-07 03:21:41,ACC000697,ACC000696,53.29,CASH_OUT,053d265a-683b,192.168.93.230,0,15,7,5784.82,4782.52,385.6546666666667,15,15,0,0,22
TXN00002057,2024-04-26 16:52:12,ACC000604,ACC000951,46.8,CASH_OUT,c701abc0-99c3,192.168.6.181,0,11,17,190850.33000000002,222337.49,17350.03,11,11,6,7,28
TXN00002058,2024-10-22 13:34:40,ACC000157,ACC000029,215.69,DEBIT,1161a948-ee32,192.168.125.183,0,11,13,6870.1,8459.09,624.5545454545454,11,11,0,0,24
TXN00002059,2024-05-15 15:35:42,ACC000464,ACC000643,312.99,TRANSFER,31b94422-5f36,192.168.138.36,0,17,14,11883.66,8017.57,699.0388235294117,17,16,0,0,31
TXN00002060,2024-08-18 21:19:25,ACC000337,ACC000993,748.12,DEBIT,a29db1b6-69e2,192.168.117.205,0,8,11,2218.21,5958.9,277.27625,8,8,0,0,19
TXN00002061,2024-01-21 18:50:26,ACC000332,ACC000970,600.81,PAYMENT,fb8562dc-bd8f,192.168.226.24,0,12,12,9139.25,7363.659999999999,761.6041666666667,11,12,0,0,24
TXN00002062,2024-02-16 19:49:58,ACC000216,ACC000883,1085.99,CASH_OUT,bee5ed43-100e,192.168.44.59,0,14,9,7773.94,3227.7799999999997,555.2814285714286,14,14,0,0,23
TXN00002063,2024-12-06 17:49:17,ACC000223,ACC000759,20766.52,DEBIT,937c677f-c5c4,192.168.202.48,1,24,26,304847.74,316161.42,12701.989166666666,21,20,12,12,50
TXN00002064,2024-05-13 15:31:47,ACC000094,ACC000408,1068.21,PAYMENT,ec75d302-5b81,192.168.110.204,0,23,19,287448.83,171493.06000000003,12497.775217391305,21,22,11,8,42
TXN00002065,2024-08-16 13:20:32,ACC000988,ACC000789,190.97,TRANSFER,428a0d44-09ce,192.168.17.246,0,6,8,2269.5099999999998,3140.6899999999996,378.25166666666667,6,6,0,0,14
TXN00002066,2024-05-30 10:02:18,ACC000872,ACC000213,96.74,DEBIT,5b538758-bfaa,192.168.86.244,0,8,11,3985.89,3888.2599999999998,498.23625,8,8,0,0,19
TXN00002067,2024-11-01 23:08:46,ACC000291,ACC000662,145.78,PAYMENT,e933dfd0-09f7,192.168.195.154,0,11,13,3248.8700000000003,5454.41,295.3518181818182,11,10,0,0,24
TXN00002068,2024-04-28 01:09:09,ACC000123,ACC000305,226.98,DEBIT,44b1e350-e3bc,192.168.44.59,0,12,7,7391.28,2321.78,615.94,12,12,0,0,19
TXN00002069,2024-03-24 02:24:47,ACC000753,ACC000825,292.06,PAYMENT,258b1f30-81ae,192.168.190.107,0,8,8,4035.0599999999995,2634.0299999999997,504.3825,8,8,0,0,16
TXN00002070,2024-01-09 14:06:22,ACC000367,ACC000681,68.4,CASH_OUT,50c8214a-84a4,192.168.220.204,0,6,9,1517.0100000000002,3466.9300000000003,252.83500000000004,6,6,0,0,15
TXN00002071,2024-06-19 07:00:24,ACC000524,ACC000204,11.99,DEBIT,44b1e350-e3bc,192.168.139.45,0,6,13,2213.1999999999994,4189.419999999999,368.8666666666666,6,6,0,0,19
TXN00002072,2024-08-16 12:11:17,ACC000487,ACC000274,70.08,DEBIT,362203aa-4411,192.168.77.141,0,10,7,5166.41,2945.66,516.6410000000001,10,9,0,0,17
TXN00002073,2024-11-14 02:28:01,ACC000092,ACC000774,142.13,CASH_OUT,1bda6358-448e,192.168.4.172,0,13,9,6754.700000000001,5741.92,519.5923076923078,11,13,0,0,22
TXN00002074,2024-10-13 21:04:09,ACC000628,ACC000190,109.97,DEBIT,e1c44c90-5916,192.168.156.232,0,4,11,2167.4399999999996,5314.0199999999995,541.8599999999999,2,4,0,0,15
TXN00002075,2024-09-24 01:24:28,ACC000095,ACC000041,224.82,DEBIT,fc49eab6-a425,192.168.177.117,0,19,23,113107.62000000001,232276.08,5953.032631578947,19,17,5,12,42
TXN00002076,2024-04-29 09:30:12,ACC000692,ACC000229,1148.43,PAYMENT,00f31701-18df,192.168.135.12,0,15,21,191827.75,427694.39,12788.516666666668,14,15,7,15,36
TXN00002077,2024-06-10 14:24:25,ACC000953,ACC000507,234.25,TRANSFER,3de5dd15-b4a3,192.168.156.232,0,16,17,9232.609999999999,6072.010000000001,577.0381249999999,16,16,0,0,33
TXN00002078,2024-02-23 03:18:15,ACC000297,ACC000479,582.46,DEBIT,e1c44c90-5916,192.168.42.192,0,14,13,6895.110000000001,6231.36,492.5078571428572,13,14,0,0,27
TXN00002079,2024-06-13 18:48:11,ACC000307,ACC000152,162.14,CASH_OUT,0cb4e38b-fed0,192.168.135.12,0,16,16,5778.92,6990.76,361.1825,15,16,0,0,32
TXN00002080,2024-09-02 20:03:05,ACC000861,ACC000254,898.61,CASH_OUT,e10d3388-048f,192.168.113.229,0,7,13,4711.13,5715.33,673.0185714285715,6,7,0,0,20
TXN00002081,2024-02-18 03:13:12,ACC000582,ACC000048,128.38,TRANSFER,8db04cd2-ae6f,192.168.70.160,0,9,9,5797.1500000000015,3134.5800000000004,644.1277777777777,9,9,0,0,18
TXN00002082,2024-12-14 10:00:51,ACC000525,ACC000110,153.79,DEBIT,60642c3e-7a0a,192.168.20.25,0,7,10,4126.570000000001,5433.34,589.5100000000001,7,7,0,0,17
TXN00002083,2024-11-01 17:02:26,ACC000096,ACC000475,1380.85,CASH_OUT,80292516-f1d4,192.168.5.196,0,10,10,8500.15,5150.029999999999,850.0150000000001,9,10,0,0,20
TXN00002084,2024-05-06 13:33:06,ACC000363,ACC000260,3270.83,TRANSFER,f7cc485b-86ee,192.168.42.192,0,11,9,7492.01,6047.91,681.0918181818182,11,11,0,0,20
TXN00002085,2024-06-24 01:49:02,ACC000116,ACC000758,98.44,PAYMENT,80292516-f1d4,192.168.169.110,0,14,8,8141.009999999998,3380.0999999999995,581.5007142857143,14,13,0,0,22
TXN00002086,2024-05-14 19:51:30,ACC000758,ACC000574,48281.71,DEBIT,74d3a1e7-084a,192.168.134.247,1,24,17,344990.91000000003,189099.35000000003,14374.62125,24,23,11,8,41
TXN00002087,2024-06-07 16:48:58,ACC000897,ACC000721,844.9,DEBIT,a71524df-57c9,192.168.254.169,0,6,3,1546.86,213.45,257.81,6,6,0,0,9
TXN00002088,2024-08-06 23:02:55,ACC000775,ACC000686,184.68,CASH_OUT,0d21b4b0-c079,192.168.239.195,0,16,8,9149.44,2592.4,571.84,15,16,0,0,24
TXN00002089,2024-10-06 23:42:07,ACC000349,ACC000989,1443.67,PAYMENT,cda98a9c-5fc5,192.168.120.179,0,13,10,9203.63,6924.869999999999,707.9715384615383,13,13,0,0,23
TXN00002090,2024-09-01 21:16:16,ACC000080,ACC000764,312.97,TRANSFER,f245bc81-a8fc,192.168.23.142,0,16,9,6506.72,7109.919999999999,406.6699999999999,15,16,0,0,25
TXN00002091,2024-08-13 08:34:40,ACC000444,ACC000547,312.71,DEBIT,937c677f-c5c4,192.168.166.112,0,7,6,2046.67,4714.330000000001,292.38142857142856,7,7,0,0,13
TXN00002092,2024-03-05 06:36:48,ACC000119,ACC000013,618.83,DEBIT,acea1d42-22e1,192.168.117.205,0,9,7,6185.61,4284.24,687.2899999999998,9,9,0,0,16
TXN00002093,2024-05-05 21:04:50,ACC000471,ACC000708,224.92,DEBIT,cdcf571a-c7fd,192.168.129.168,0,13,12,5905.41,10423.439999999999,454.26230769230773,13,13,0,0,25
TXN00002094,2024-09-01 16:23:34,ACC000310,ACC000633,576.46,DEBIT,949823c0-869e,192.168.126.113,0,7,8,4597.5599999999995,6815.110000000001,656.7942857142857,7,7,0,0,15
TXN00002095,2024-04-07 23:41:50,ACC000823,ACC000309,42.08,PAYMENT,ba1dad1e-3700,192.168.104.83,0,14,8,8233.990000000002,2435.13,588.1421428571429,13,14,0,0,22
TXN00002096,2024-03-04 18:13:54,ACC000014,ACC000195,126.61,TRANSFER,2c52853e-ff0d,192.168.247.31,0,10,6,5469.820000000001,3849.3899999999994,546.982,10,10,0,0,16
TXN00002097,2024-09-25 17:35:07,ACC000712,ACC000993,541.97,TRANSFER,cc624879-3cd3,192.168.20.101,0,9,10,2595.07,2796.4900000000002,288.34111111111105,9,9,0,0,19
TXN00002098,2024-03-11 20:19:50,ACC000214,ACC000492,234.19,PAYMENT,2f2e9ac5-f84c,192.168.175.121,0,16,10,10198.5,4156.47,637.40625,16,16,0,0,26
TXN00002099,2024-05-06 12:14:51,ACC000733,ACC000163,27555.49,TRANSFER,9e95a39f-5db5,192.168.199.163,1,16,18,351922.3900000001,285869.17000000004,21995.149374999997,15,16,10,10,34
TXN00002100,2024-11-10 21:29:12,ACC000308,ACC000788,55.37,DEBIT,850a72ee-f3e7,192.168.175.121,0,14,8,6222.52,4234.07,444.4657142857141,13,13,0,0,22
TXN00002101,2024-03-25 06:43:33,ACC000432,ACC000022,274.06,PAYMENT,3e76be9f-4455,192.168.160.178,0,22,16,267838.82,279698.01,12174.491818181816,20,20,10,9,38
TXN00002102,2024-11-06 12:02:59,ACC000756,ACC000719,429.24,DEBIT,817c9e4b-a7e1,192.168.192.153,0,10,14,6480.129999999999,7717.58,648.013,9,9,0,0,24
TXN00002103,2024-12-13 18:56:06,ACC000482,ACC000020,342.47,PAYMENT,0d21b4b0-c079,192.168.72.6,0,10,12,3675.98,5677.889999999999,367.59800000000007,10,10,0,0,22
TXN00002104,2024-09-18 16:33:26,ACC000206,ACC000301,718.87,DEBIT,a9628361-6f0f,192.168.106.51,0,13,6,9383.75,2659.0099999999998,721.8269230769231,13,13,0,0,19
TXN00002105,2024-07-28 17:02:14,ACC000052,ACC000341,59.1,DEBIT,74d3a1e7-084a,192.168.92.119,0,9,8,6561.070000000001,2999.6300000000006,729.0077777777778,8,9,0,0,17
TXN00002106,2024-06-27 16:16:20,ACC000425,ACC000868,236.91,CASH_OUT,022ad27f-f321,192.168.187.189,0,19,5,14740.82,1841.1,775.8326315789474,19,18,0,0,24
TXN00002107,2024-07-28 18:34:28,ACC000037,ACC000499,290.16,DEBIT,428a0d44-09ce,192.168.200.11,0,17,10,6484.850000000002,4435.679999999999,381.4617647058824,17,16,0,0,27
TXN00002108,2024-01-04 10:39:25,ACC000237,ACC000731,273.75,TRANSFER,64030d45-4d33,192.168.75.6,0,6,9,2663.2299999999996,2939.1499999999996,443.87166666666667,6,6,0,0,15
TXN00002109,2024-03-06 18:09:45,ACC000432,ACC000590,79.98,TRANSFER,2854d341-71ed,192.168.171.125,0,22,16,267838.82,279698.01,12174.491818181816,20,20,10,9,38
TXN00002110,2024-07-28 16:20:12,ACC000274,ACC000914,292.31,DEBIT,00f31701-18df,192.168.201.114,0,10,4,5230.22,1406.4,523.022,10,10,0,0,14
TXN00002111,2024-06-13 20:38:00,ACC000119,ACC000506,1082.3,CASH_OUT,277897b3-6bc7,192.168.73.210,0,9,7,6185.61,4284.24,687.2899999999998,9,9,0,0,16
TXN00002112,2024-11-28 07:12:43,ACC000459,ACC000714,178.73,PAYMENT,e1c44c90-5916,192.168.134.247,0,23,15,301972.7,215396.09,13129.247826086958,22,22,10,6,38
TXN00002113,2024-07-20 01:35:43,ACC000294,ACC000743,219.14,CASH_OUT,986f3816-181a,192.168.35.148,0,9,9,3606.2799999999997,3736.5399999999995,400.6977777777778,9,9,0,0,18
TXN00002114,2024-06-05 15:22:10,ACC000448,ACC000237,80.6,CASH_OUT,555224e1-73dc,192.168.141.117,0,14,10,8590.76,5646.669999999999,613.6257142857145,13,12,0,0,24
TXN00002115,2024-12-03 14:45:11,ACC000943,ACC000616,289.99,DEBIT,dc25df23-87a4,192.168.245.81,0,15,11,13523.53,3389.09,901.5686666666669,14,15,0,0,26
TXN00002116,2024-08-25 20:56:19,ACC000134,ACC000904,48.72,DEBIT,c34e5b38-89c6,192.168.85.168,0,7,15,2150.77,5561.950000000001,307.2528571428571,7,6,0,0,22
