transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,device_id,ip_address,is_fraud
TXN-0001344,2026-03-02T01:48:00,ACC-00113,ACC-00279,1357.02,CARD,device-0084,103.119.157.33,0
TXN-0001345,2026-03-02T01:48:45,ACC-00354,ACC-00273,932.64,UPI,device-0026,103.61.183.27,0
TXN-0001346,2026-03-02T01:49:30,ACC-00028,ACC-00295,2752.06,CRYPTO,device-0120,103.103.109.121,0
TXN-0001347,2026-03-02T01:50:15,ACC-00456,ACC-00371,3970.57,CARD,device-0054,103.57.171.199,0
TXN-0001348,2026-03-02T01:51:00,ACC-00361,ACC-00128,808.38,NET_BANKING,device-0108,103.72.16.104,0
TXN-0001349,2026-03-02T01:51:45,ACC-00138,ACC-00147,348.6,NET_BANKING,device-0062,103.141.23.187,0
TXN-0001350,2026-03-02T01:52:30,ACC-00337,ACC-00223,3315.22,NET_BANKING,device-0056,103.39.117.73,0
TXN-0001351,2026-03-02T01:53:15,ACC-00234,ACC-00440,2243.74,CRYPTO,device-0051,103.41.123.87,0
TXN-0001352,2026-03-02T01:54:00,ACC-00251,ACC-00608,887.15,CARD,device-0105,103.111.133.177,0
TXN-0001353,2026-03-02T01:54:45,ACC-00115,ACC-00371,2163.62,UPI,device-0037,103.5.15.35,0
TXN-0001354,2026-03-02T01:55:30,ACC-00426,ACC-00110,6109.62,CARD,device-0084,103.117.151.19,0
TXN-0001355,2026-03-02T01:56:15,ACC-00511,ACC-00076,211.76,CRYPTO,device-0019,103.2.6.14,0
TXN-0001356,2026-03-02T01:57:00,ACC-00549,ACC-00404,2510.25,CARD,device-0086,103.60.180.20,0
TXN-0001357,2026-03-02T01:57:45,ACC-00003,ACC-00188,1052.96,NET_BANKING,device-0017,103.16.48.112,0
TXN-0001358,2026-03-02T01:58:30,ACC-00409,ACC-00467,712.5,CRYPTO,device-0004,103.28.84.196,0
TXN-0001359,2026-03-02T01:59:15,ACC-00046,ACC-00503,5000.79,CARD,device-0015,103.122.166.54,0
TXN-0001360,2026-03-02T02:00:00,ACC-00054,ACC-00324,4629.8,CARD,device-0085,103.89.67.23,0
TXN-0001361,2026-03-02T02:00:45,ACC-00344,ACC-00174,452.05,CRYPTO,device-0063,103.17.51.119,0
TXN-0001362,2026-03-02T02:01:30,ACC-00553,ACC-00585,1719.56,CRYPTO,device-0107,103.94.82.58,0
TXN-0001363,2026-03-02T02:02:15,ACC-00374,ACC-00183,1411.3,CARD,device-0029,103.29.87.3,0
TXN-0001364,2026-03-02T02:03:00,ACC-00276,ACC-00218,3529.93,CARD,device-0066,103.34.102.38,0
TXN-0001365,2026-03-02T02:03:45,ACC-00151,ACC-00365,6408.67,NET_BANKING,device-0064,103.41.123.87,0
TXN-0001366,2026-03-02T02:04:30,ACC-00346,ACC-00359,987.45,NET_BANKING,device-0040,103.55.165.185,0
TXN-0001367,2026-03-02T02:05:15,ACC-00373,ACC-00093,2105.02,CRYPTO,device-0074,103.107.121.149,0
TXN-0001368,2026-03-02T02:06:00,ACC-00376,ACC-00518,920.11,UPI,device-0013,103.98.94.86,0
TXN-0001369,2026-03-02T02:06:45,ACC-00400,ACC-00624,3125.53,CARD,device-0028,103.140.20.180,0
TXN-0001370,2026-03-02T02:07:30,ACC-00175,ACC-00327,2188.28,CARD,device-0084,103.98.94.86,0
TXN-0001371,2026-03-02T02:08:15,ACC-00035,ACC-00138,4856.89,CRYPTO,device-0063,103.88.64.16,0
TXN-0001372,2026-03-02T02:09:00,ACC-00555,ACC-00445,2899.37,CARD,device-0079,103.40.120.80,0
TXN-0001373,2026-03-02T02:09:45,ACC-00552,ACC-00548,962.5,UPI,device-0088,103.140.20.180,0
TXN-0001374,2026-03-02T02:10:30,ACC-00357,ACC-00320,3872.41,UPI,device-0031,103.96.88.72,0
TXN-0001375,2026-03-02T02:11:15,ACC-00499,ACC-00075,685.64,UPI,device-0058,103.5.15.35,0
TXN-0001376,2026-03-02T02:12:00,ACC-00242,ACC-00544,1398.14,CARD,device-0008,103.115.145.5,0
TXN-0001377,2026-03-02T02:12:45,ACC-00074,ACC-00417,2058.3,NET_BANKING,device-0115,103.14.42.98,0
TXN-0001378,2026-03-02T02:13:30,ACC-00254,ACC-00411,1827.22,UPI,device-0091,103.39.117.73,0
TXN-0001379,2026-03-02T02:14:15,ACC-00413,ACC-00296,4844.84,UPI,device-0042,103.120.160.40,0
TXN-0001380,2026-03-02T02:15:00,ACC-00135,ACC-00200,1690.64,NET_BANKING,device-0045,103.40.120.80,0
TXN-0001381,2026-03-02T02:15:45,ACC-00540,ACC-00393,1481.87,NET_BANKING,device-0098,103.38.114.66,0
TXN-0001382,2026-03-02T02:16:30,ACC-00156,ACC-00403,2314.18,UPI,device-0097,103.51.153.157,0
TXN-0001383,2026-03-02T02:17:15,ACC-00614,ACC-00394,6394.63,NET_BANKING,device-0023,103.56.168.192,0
TXN-0001384,2026-03-02T02:18:00,ACC-00536,ACC-00153,291.77,NET_BANKING,device-0078,103.139.17.173,0
TXN-0001385,2026-03-02T02:18:45,ACC-00346,ACC-00500,2337.34,UPI,device-0074,103.67.1.69,0
TXN-0001386,2026-03-02T02:19:30,ACC-00489,ACC-00410,2433.34,NET_BANKING,device-0072,103.32.96.24,0
TXN-0001387,2026-03-02T02:20:15,ACC-00386,ACC-00148,1579.92,CRYPTO,device-0122,103.88.64.16,0
TXN-0001388,2026-03-02T02:21:00,ACC-00142,ACC-00270,1101.94,CRYPTO,device-0065,103.34.102.38,0
TXN-0001389,2026-03-02T02:21:45,ACC-00420,ACC-00446,820.81,UPI,device-0019,103.99.97.93,0
TXN-0001390,2026-03-02T02:22:30,ACC-00099,ACC-00356,2922.71,UPI,device-0026,103.33.99.31,0
TXN-0001391,2026-03-02T02:23:15,ACC-00007,ACC-00231,249.13,UPI,device-0039,103.82.46.174,0
TXN-0001392,2026-03-02T02:24:00,ACC-00019,ACC-00358,3552.48,NET_BANKING,device-0101,103.10.30.70,0
TXN-0001393,2026-03-02T02:24:45,ACC-00430,ACC-00545,671.83,CRYPTO,device-0072,103.58.174.6,0
TXN-0001394,2026-03-02T02:25:30,ACC-00257,ACC-00320,1528.62,UPI,device-0095,103.115.145.5,0
TXN-0001395,2026-03-02T02:26:15,ACC-00066,ACC-00569,2025.85,CRYPTO,device-0027,103.92.76.44,0
TXN-0001396,2026-03-02T02:27:00,ACC-00194,ACC-00153,414.6,CARD,device-0024,103.47.141.129,0
TXN-0001397,2026-03-02T02:27:45,ACC-00346,ACC-00118,713.65,UPI,device-0114,103.35.105.45,0
TXN-0001398,2026-03-02T02:28:30,ACC-00064,ACC-00214,254.41,CRYPTO,device-0033,103.99.97.93,0
TXN-0001399,2026-03-02T02:29:15,ACC-00413,ACC-00372,900.17,CARD,device-0027,103.130.190.110,0
TXN-0001400,2026-03-02T02:30:00,ACC-00105,ACC-00622,1444.73,CARD,device-0070,103.87.61.9,0
TXN-0001401,2026-03-02T02:30:45,ACC-00325,ACC-00414,2563.89,CARD,device-0095,103.90.70.30,0
TXN-0001402,2026-03-02T02:31:30,ACC-00104,ACC-00408,345.71,CARD,device-0081,103.109.127.163,0
TXN-0001403,2026-03-02T02:32:15,ACC-00525,ACC-00438,4871.56,CRYPTO,device-0050,103.28.84.196,0
TXN-0001404,2026-03-02T02:33:00,ACC-00146,ACC-00048,4701.56,UPI,device-0120,103.103.109.121,0
TXN-0001405,2026-03-02T02:33:45,ACC-00040,ACC-00182,915.98,CRYPTO,device-0063,103.111.133.177,0
TXN-0001406,2026-03-02T02:34:30,ACC-00304,ACC-00599,4824.11,CARD,device-0074,103.130.190.110,0
TXN-0001407,2026-03-02T02:35:15,ACC-00334,ACC-00549,2149.74,CARD,device-0078,103.45.135.115,0
TXN-0001408,2026-03-02T02:36:00,ACC-00396,ACC-00492,2105.9,CARD,device-0053,103.45.135.115,0
TXN-0001409,2026-03-02T02:36:45,ACC-00322,ACC-00015,1268.28,UPI,device-0000,103.120.160.40,0
TXN-0001410,2026-03-02T02:37:30,ACC-00532,ACC-00488,411.87,NET_BANKING,device-0038,103.87.61.9,0
TXN-0001411,2026-03-02T02:38:15,ACC-00229,ACC-00559,798.31,CRYPTO,device-0023,103.79.37.153,0
TXN-0001412,2026-03-02T02:39:00,ACC-00552,ACC-00080,1289.68,UPI,device-0027,103.21.63.147,0
TXN-0001413,2026-03-02T02:39:45,ACC-00347,ACC-00248,2633.71,CARD,device-0030,103.21.63.147,0
TXN-0001414,2026-03-02T02:40:30,ACC-00624,ACC-00506,1248.08,CRYPTO,device-0120,103.22.66.154,0
TXN-0001415,2026-03-02T02:41:15,ACC-00504,ACC-00140,4942.62,CRYPTO,device-0052,103.69.7.83,0
TXN-0001416,2026-03-02T02:42:00,ACC-00349,ACC-00337,781.97,CRYPTO,device-0068,103.39.117.73,0
TXN-0001417,2026-03-02T02:42:45,ACC-00439,ACC-00343,6577.7,CRYPTO,device-0075,103.72.16.104,0
TXN-0001418,2026-03-02T02:43:30,ACC-00034,ACC-00452,893.63,UPI,device-0113,103.42.126.94,0
TXN-0001419,2026-03-02T02:44:15,ACC-00131,ACC-00576,743.68,CARD,device-0064,103.139.17.173,0
TXN-0001420,2026-03-02T02:45:00,ACC-00389,ACC-00241,1211.58,CARD,device-0030,103.71.13.97,0
TXN-0001421,2026-03-02T02:45:45,ACC-00258,ACC-00214,1112.73,UPI,device-0056,103.133.199.131,0
TXN-0001422,2026-03-02T02:46:30,ACC-00316,ACC-00249,13298.98,CARD,device-0059,103.21.63.147,0
TXN-0001423,2026-03-02T02:47:15,ACC-00526,ACC-00109,1980.09,CARD,device-0072,103.61.183.27,0
TXN-0001424,2026-03-02T02:48:00,ACC-00260,ACC-00535,417.01,CRYPTO,device-0010,103.58.174.6,0
TXN-0001425,2026-03-02T02:48:45,ACC-00616,ACC-00260,2061.66,NET_BANKING,device-0117,103.117.151.19,0
TXN-0001426,2026-03-02T02:49:30,ACC-00181,ACC-00010,461.41,CRYPTO,device-0104,103.48.144.136,0
TXN-0001427,2026-03-02T02:50:15,ACC-00073,ACC-00621,412.96,UPI,device-0069,103.2.6.14,0
TXN-0001428,2026-03-02T02:51:00,ACC-00430,ACC-00378,1831.19,CRYPTO,device-0121,103.122.166.54,0
TXN-0001429,2026-03-02T02:51:45,ACC-00511,ACC-00184,3472.09,NET_BANKING,device-0002,103.124.172.68,0
TXN-0001430,2026-03-02T02:52:30,ACC-00384,ACC-00136,1403.8,CARD,device-0107,103.23.69.161,0
TXN-0001431,2026-03-02T02:53:15,ACC-00359,ACC-00318,968.79,NET_BANKING,device-0104,103.49.147.143,0
TXN-0001432,2026-03-02T02:54:00,ACC-00107,ACC-00469,1439.54,CRYPTO,device-0042,103.132.196.124,0
TXN-0001433,2026-03-02T02:54:45,ACC-00015,ACC-00578,825.2,UPI,device-0075,103.115.145.5,0
TXN-0001434,2026-03-02T02:55:30,ACC-00479,ACC-00254,629.36,NET_BANKING,device-0087,103.88.64.16,0
TXN-0001435,2026-03-02T02:56:15,ACC-00066,ACC-00269,1831.81,CARD,device-0069,103.113.139.191,0
TXN-0001436,2026-03-02T02:57:00,ACC-00345,ACC-00402,485.98,CARD,device-0015,103.30.90.10,0
TXN-0001437,2026-03-02T02:57:45,ACC-00317,ACC-00610,905.47,UPI,device-0037,103.132.196.124,0
TXN-0001438,2026-03-02T02:58:30,ACC-00109,ACC-00206,2748.71,CARD,device-0044,103.124.172.68,0
TXN-0001439,2026-03-02T02:59:15,ACC-00328,ACC-00034,2180.38,UPI,device-0004,103.121.163.47,0
TXN-0001440,2026-03-02T03:00:00,ACC-00142,ACC-00445,4714.89,NET_BANKING,device-0004,103.79.37.153,0
TXN-0001441,2026-03-02T03:00:45,ACC-00465,ACC-00580,1350.25,CARD,device-0041,103.45.135.115,0
TXN-0001442,2026-03-02T03:01:30,ACC-00521,ACC-00484,2255.68,CARD,device-0072,103.126.178.82,0
TXN-0001443,2026-03-02T03:02:15,ACC-00031,ACC-00411,2784.32,UPI,device-0010,103.139.17.173,0
TXN-0001444,2026-03-02T03:03:00,ACC-00296,ACC-00063,337.82,UPI,device-0044,103.0.0.0,0
TXN-0001445,2026-03-02T03:03:45,ACC-00329,ACC-00368,537.35,CARD,device-0056,103.11.33.77,0
TXN-0001446,2026-03-02T03:04:30,ACC-00188,ACC-00542,273.44,CARD,device-0076,103.92.76.44,0
TXN-0001447,2026-03-02T03:05:15,ACC-00313,ACC-00228,1784.53,CARD,device-0093,103.35.105.45,0
TXN-0001448,2026-03-02T03:06:00,ACC-00077,ACC-00400,1425.44,NET_BANKING,device-0104,103.88.64.16,0
TXN-0001449,2026-03-02T03:06:45,ACC-00589,ACC-00029,4077.19,NET_BANKING,device-0021,103.126.178.82,0
TXN-0001450,2026-03-02T03:07:30,ACC-00030,ACC-00377,552.03,UPI,device-0002,103.71.13.97,0
TXN-0001451,2026-03-02T03:08:15,ACC-00278,ACC-00411,3179.47,NET_BANKING,device-0048,103.83.49.181,0
TXN-0001452,2026-03-02T03:09:00,ACC-00002,ACC-00213,1746.27,UPI,device-0015,103.122.166.54,0
TXN-0001453,2026-03-02T03:09:45,ACC-00455,ACC-00331,279.1,CARD,device-0111,103.44.132.108,0
TXN-0001454,2026-03-02T03:10:30,ACC-00357,ACC-00129,4495.0,NET_BANKING,device-0092,103.17.51.119,0
TXN-0001455,2026-03-02T03:11:15,ACC-00074,ACC-00550,4006.31,UPI,device-0121,103.95.85.65,0
TXN-0001456,2026-03-02T03:12:00,ACC-00276,ACC-00467,2875.42,CRYPTO,device-0026,103.77.31.139,0
TXN-0001457,2026-03-02T03:12:45,ACC-00433,ACC-00107,375.3,CRYPTO,device-0021,103.42.126.94,0
TXN-0001458,2026-03-02T03:13:30,ACC-00286,ACC-00400,2255.5,UPI,device-0122,103.7.21.49,0
TXN-0001459,2026-03-02T03:14:15,ACC-00096,ACC-00045,1132.71,NET_BANKING,device-0009,103.127.181.89,0
TXN-0001460,2026-03-02T03:15:00,ACC-00281,ACC-00088,2899.34,CRYPTO,device-0095,103.129.187.103,0
TXN-0001461,2026-03-02T03:15:45,ACC-00360,ACC-00280,2201.43,UPI,device-0046,103.86.58.2,0
TXN-0001462,2026-03-02T03:16:30,ACC-00023,ACC-00043,1172.95,UPI,device-0061,103.14.42.98,0
TXN-0001463,2026-03-02T03:17:15,ACC-00546,ACC-00061,1381.33,CARD,device-0012,103.60.180.20,0
TXN-0001464,2026-03-02T03:18:00,ACC-00300,ACC-00584,3799.13,UPI,device-0006,103.0.0.0,0
TXN-0001465,2026-03-02T03:18:45,ACC-00057,ACC-00147,1337.89,CRYPTO,device-0100,103.2.6.14,0
TXN-0001466,2026-03-02T03:19:30,ACC-00572,ACC-00204,2281.69,CARD,device-0095,103.101.103.107,0
TXN-0001467,2026-03-02T03:20:15,ACC-00454,ACC-00115,2857.39,CARD,device-0013,103.99.97.93,0
TXN-0001468,2026-03-02T03:21:00,ACC-00273,ACC-00171,745.93,UPI,device-0121,103.41.123.87,0
TXN-0001469,2026-03-02T03:21:45,ACC-00564,ACC-00163,1041.05,CRYPTO,device-0057,103.122.166.54,0
TXN-0001470,2026-03-02T03:22:30,ACC-00408,ACC-00260,5261.56,UPI,device-0068,103.14.42.98,0
TXN-0001471,2026-03-02T03:23:15,ACC-00057,ACC-00299,5906.88,NET_BANKING,device-0007,103.55.165.185,0
TXN-0001472,2026-03-02T03:24:00,ACC-00161,ACC-00277,11221.07,CRYPTO,device-0073,103.124.172.68,0
TXN-0001473,2026-03-02T03:24:45,ACC-00515,ACC-00266,986.68,NET_BANKING,device-0024,103.140.20.180,0
TXN-0001474,2026-03-02T03:25:30,ACC-00406,ACC-00250,1139.41,UPI,device-0109,103.125.175.75,0
TXN-0001475,2026-03-02T03:26:15,ACC-00160,ACC-00031,2657.29,NET_BANKING,device-0040,103.126.178.82,0
TXN-0001476,2026-03-02T03:27:00,ACC-00543,ACC-00296,21128.11,CRYPTO,device-0082,103.124.172.68,0
TXN-0001477,2026-03-02T03:27:45,ACC-00257,ACC-00238,2725.57,CRYPTO,device-0094,103.130.190.110,0
TXN-0001478,2026-03-02T03:28:30,ACC-00360,ACC-00464,3296.34,UPI,device-0070,103.103.109.121,0
TXN-0001479,2026-03-02T03:29:15,ACC-00204,ACC-00189,4289.39,CRYPTO,device-0123,103.25.75.175,0
TXN-0001480,2026-03-02T03:30:00,ACC-00236,ACC-00489,1500.74,UPI,device-0022,103.111.133.177,0
TXN-0001481,2026-03-02T03:30:45,ACC-00535,ACC-00191,2380.62,NET_BANKING,device-0076,103.105.115.135,0
TXN-0001482,2026-03-02T03:31:30,ACC-00207,ACC-00338,3746.57,CRYPTO,device-0049,103.94.82.58,0
TXN-0001483,2026-03-02T03:32:15,ACC-00617,ACC-00364,7491.48,CARD,device-0123,103.91.73.37,0
TXN-0001484,2026-03-02T03:33:00,ACC-00150,ACC-00521,752.46,UPI,device-0092,103.78.34.146,0
TXN-0001485,2026-03-02T03:33:45,ACC-00470,ACC-00453,1491.9,NET_BANKING,device-0041,103.23.69.161,0
TXN-0001486,2026-03-02T03:34:30,ACC-00007,ACC-00023,1269.58,CRYPTO,device-0073,103.41.123.87,0
TXN-0001487,2026-03-02T03:35:15,ACC-00598,ACC-00176,1388.57,CARD,device-0053,103.141.23.187,0
TXN-0001488,2026-03-02T03:36:00,ACC-00156,ACC-00178,384.47,NET_BANKING,device-0086,103.48.144.136,0
TXN-0001489,2026-03-02T03:36:45,ACC-00337,ACC-00025,2905.69,UPI,device-0114,103.5.15.35,0
TXN-0001490,2026-03-02T03:37:30,ACC-00254,ACC-00309,1858.43,UPI,device-0099,103.90.70.30,0
TXN-0001491,2026-03-02T03:38:15,ACC-00219,ACC-00025,3265.42,CARD,device-0018,103.75.25.125,0
TXN-0001492,2026-03-02T03:39:00,ACC-00091,ACC-00158,2167.42,CRYPTO,device-0096,103.62.186.34,0
TXN-0001493,2026-03-02T03:39:45,ACC-00365,ACC-00478,2404.4,CARD,device-0092,103.40.120.80,0
TXN-0001494,2026-03-02T03:40:30,ACC-00154,ACC-00252,1915.71,CARD,device-0035,103.110.130.170,0
TXN-0001495,2026-03-02T03:41:15,ACC-00450,ACC-00416,2073.49,CARD,device-0103,103.33.99.31,0
TXN-0001496,2026-03-02T03:42:00,ACC-00173,ACC-00435,3489.34,UPI,device-0076,103.123.169.61,0
TXN-0001497,2026-03-02T03:42:45,ACC-00530,ACC-00186,672.54,CARD,device-0008,103.99.97.93,0
TXN-0001498,2026-03-02T03:43:30,ACC-00452,ACC-00079,2218.17,NET_BANKING,device-0095,103.28.84.196,0
TXN-0001499,2026-03-02T03:44:15,ACC-00259,ACC-00470,2637.06,NET_BANKING,device-0082,103.88.64.16,0
TXN-0001500,2026-03-02T03:45:00,ACC-00406,ACC-00184,3435.21,CRYPTO,device-0078,103.84.52.188,0
TXN-0001501,2026-03-02T03:45:45,ACC-00407,ACC-00227,4949.76,CARD,device-0102,103.58.174.6,0
TXN-0001502,2026-03-02T03:46:30,ACC-00402,ACC-00530,652.21,UPI,device-0099,103.127.181.89,0
TXN-0001503,2026-03-02T03:47:15,ACC-00267,ACC-00594,5960.46,UPI,device-0053,103.55.165.185,0
TXN-0001504,2026-03-02T03:48:00,ACC-00490,ACC-00014,6299.29,CARD,device-0074,103.20.60.140,0
TXN-0001505,2026-03-02T03:48:45,ACC-00369,ACC-00373,5425.64,UPI,device-0081,103.73.19.111,0
TXN-0001506,2026-03-02T03:49:30,ACC-00426,ACC-00459,3703.95,NET_BANKING,device-0020,103.30.90.10,0
TXN-0001507,2026-03-02T03:50:15,ACC-00126,ACC-00136,2770.94,CRYPTO,device-0087,103.128.184.96,0
TXN-0001508,2026-03-02T03:51:00,ACC-00489,ACC-00169,1430.54,UPI,device-0006,103.110.130.170,0
TXN-0001509,2026-03-02T03:51:45,ACC-00123,ACC-00119,411.12,CARD,device-0056,103.41.123.87,0
TXN-0001510,2026-03-02T03:52:30,ACC-00581,ACC-00273,1398.65,CARD,device-0103,103.138.14.166,0
TXN-0001511,2026-03-02T03:53:15,ACC-00074,ACC-00271,1276.42,NET_BANKING,device-0051,103.43.129.101,0
TXN-0001512,2026-03-02T03:54:00,ACC-00195,ACC-00233,572.01,NET_BANKING,device-0012,103.5.15.35,0
TXN-0001513,2026-03-02T03:54:45,ACC-00161,ACC-00125,2678.44,NET_BANKING,device-0048,103.104.112.128,0
TXN-0001514,2026-03-02T03:55:30,ACC-00091,ACC-00245,2098.6,NET_BANKING,device-0063,103.50.150.150,0
TXN-0001515,2026-03-02T03:56:15,ACC-00472,ACC-00141,934.93,NET_BANKING,device-0102,103.127.181.89,0
TXN-0001516,2026-03-02T03:57:00,ACC-00167,ACC-00429,2496.85,CARD,device-0074,103.26.78.182,0
TXN-0001517,2026-03-02T03:57:45,ACC-00187,ACC-00292,661.22,CARD,device-0003,103.18.54.126,0
TXN-0001518,2026-03-02T03:58:30,ACC-00599,ACC-00027,634.06,CARD,device-0122,103.54.162.178,0
TXN-0001519,2026-03-02T03:59:15,ACC-00477,ACC-00490,4000.9,UPI,device-0000,103.130.190.110,0
TXN-0001520,2026-03-02T04:00:00,ACC-00582,ACC-00577,3488.63,CRYPTO,device-0037,103.116.148.12,0
TXN-0001521,2026-03-02T04:00:45,ACC-00091,ACC-00375,8134.75,UPI,device-0044,103.1.3.7,0
TXN-0001522,2026-03-02T04:01:30,ACC-00276,ACC-00198,2968.51,CARD,device-0045,103.103.109.121,0
TXN-0001523,2026-03-02T04:02:15,ACC-00316,ACC-00518,432.84,CARD,device-0025,103.6.18.42,0
TXN-0001524,2026-03-02T04:03:00,ACC-00589,ACC-00046,1635.38,UPI,device-0047,103.115.145.5,0
TXN-0001525,2026-03-02T04:03:45,ACC-00001,ACC-00461,897.32,CARD,device-0120,103.67.1.69,0
TXN-0001526,2026-03-02T04:04:30,ACC-00169,ACC-00251,2339.73,CARD,device-0091,103.76.28.132,0
TXN-0001527,2026-03-02T04:05:15,ACC-00040,ACC-00003,1832.7,UPI,device-0071,103.72.16.104,0
TXN-0001528,2026-03-02T04:06:00,ACC-00467,ACC-00598,1301.99,CRYPTO,device-0076,103.75.25.125,0
TXN-0001529,2026-03-02T04:06:45,ACC-00011,ACC-00403,1447.92,CARD,device-0023,103.19.57.133,0
TXN-0001530,2026-03-02T04:07:30,ACC-00039,ACC-00394,6060.73,UPI,device-0005,103.15.45.105,0
TXN-0001531,2026-03-02T04:08:15,ACC-00184,ACC-00034,3431.04,CARD,device-0101,103.20.60.140,0
TXN-0001532,2026-03-02T04:09:00,ACC-00497,ACC-00583,1278.44,NET_BANKING,device-0083,103.13.39.91,0
TXN-0001533,2026-03-02T04:09:45,ACC-00403,ACC-00039,2462.93,NET_BANKING,device-0118,103.111.133.177,0
TXN-0001534,2026-03-02T04:10:30,ACC-00129,ACC-00035,3204.06,UPI,device-0115,103.29.87.3,0
TXN-0001535,2026-03-02T04:11:15,ACC-00055,ACC-00000,5629.94,CARD,device-0043,103.132.196.124,0
TXN-0001536,2026-03-02T04:12:00,ACC-00228,ACC-00162,8451.79,CRYPTO,device-0096,103.125.175.75,0
TXN-0001537,2026-03-02T04:12:45,ACC-00391,ACC-00257,1154.85,NET_BANKING,device-0093,103.71.13.97,0
TXN-0001538,2026-03-02T04:13:30,ACC-00195,ACC-00553,514.97,UPI,device-0104,103.45.135.115,0
TXN-0001539,2026-03-02T04:14:15,ACC-00221,ACC-00156,7339.52,CRYPTO,device-0120,103.44.132.108,0
TXN-0001540,2026-03-02T04:15:00,ACC-00191,ACC-00345,266.58,CARD,device-0106,103.24.72.168,0
TXN-0001541,2026-03-02T04:15:45,ACC-00382,ACC-00070,2530.05,CARD,device-0078,103.48.144.136,0
TXN-0001542,2026-03-02T04:16:30,ACC-00546,ACC-00019,550.39,UPI,device-0059,103.56.168.192,0
TXN-0001543,2026-03-02T04:17:15,ACC-00099,ACC-00369,2723.9,CARD,device-0012,103.94.82.58,0
TXN-0001544,2026-03-02T04:18:00,ACC-00335,ACC-00457,1324.11,CARD,device-0044,103.15.45.105,0
TXN-0001545,2026-03-02T04:18:45,ACC-00387,ACC-00110,5942.15,CARD,device-0024,103.62.186.34,0
TXN-0001546,2026-03-02T04:19:30,ACC-00090,ACC-00395,2015.26,CARD,device-0035,103.35.105.45,0
TXN-0001547,2026-03-02T04:20:15,ACC-00282,ACC-00420,1010.69,UPI,device-0035,103.121.163.47,0
TXN-0001548,2026-03-02T04:21:00,ACC-00572,ACC-00085,976.59,UPI,device-0016,103.135.5.145,0
TXN-0001549,2026-03-02T04:21:45,ACC-00456,ACC-00214,7203.92,CARD,device-0105,103.115.145.5,0
TXN-0001550,2026-03-02T04:22:30,ACC-00324,ACC-00258,1069.76,CRYPTO,device-0047,103.106.118.142,0
TXN-0001551,2026-03-02T04:23:15,ACC-00299,ACC-00230,247.55,NET_BANKING,device-0000,103.13.39.91,0
TXN-0001552,2026-03-02T04:24:00,ACC-00601,ACC-00009,622.98,NET_BANKING,device-0054,103.85.55.195,0
TXN-0001553,2026-03-02T04:24:45,ACC-00361,ACC-00181,1209.0,UPI,device-0121,103.100.100.100,0
TXN-0001554,2026-03-02T04:25:30,ACC-00388,ACC-00083,5458.24,CARD,device-0111,103.40.120.80,0
TXN-0001555,2026-03-02T04:26:15,ACC-00206,ACC-00218,344.2,NET_BANKING,device-0022,103.32.96.24,0
TXN-0001556,2026-03-02T04:27:00,ACC-00413,ACC-00543,3294.15,CARD,device-0069,103.47.141.129,0
TXN-0001557,2026-03-02T04:27:45,ACC-00183,ACC-00093,2794.48,CARD,device-0116,103.36.108.52,0
TXN-0001558,2026-03-02T04:28:30,ACC-00227,ACC-00167,410.41,UPI,device-0115,103.132.196.124,0
TXN-0001559,2026-03-02T04:29:15,ACC-00385,ACC-00413,833.05,CRYPTO,device-0019,103.104.112.128,0
TXN-0001560,2026-03-02T04:30:00,ACC-00121,ACC-00038,12655.31,UPI,device-0101,103.2.6.14,0
TXN-0001561,2026-03-02T04:30:45,ACC-00530,ACC-00203,3336.06,UPI,device-0016,103.15.45.105,0
TXN-0001562,2026-03-02T04:31:30,ACC-00613,ACC-00144,1570.32,CRYPTO,device-0090,103.106.118.142,0
TXN-0001563,2026-03-02T04:32:15,ACC-00340,ACC-00240,2346.22,NET_BANKING,device-0040,103.135.5.145,0
TXN-0001564,2026-03-02T04:33:00,ACC-00448,ACC-00280,1179.78,CRYPTO,device-0025,103.80.40.160,0
TXN-0001565,2026-03-02T04:33:45,ACC-00359,ACC-00305,495.52,CRYPTO,device-0076,103.58.174.6,0
TXN-0001566,2026-03-02T04:34:30,ACC-00266,ACC-00172,2718.64,NET_BANKING,device-0071,103.1.3.7,0
TXN-0001567,2026-03-02T04:35:15,ACC-00151,ACC-00396,1400.24,NET_BANKING,device-0114,103.4.12.28,0
TXN-0001568,2026-03-02T04:36:00,ACC-00258,ACC-00313,2821.75,CARD,device-0122,103.75.25.125,0
TXN-0001569,2026-03-02T04:36:45,ACC-00181,ACC-00560,523.27,CARD,device-0113,103.75.25.125,0
TXN-0001570,2026-03-02T04:37:30,ACC-00342,ACC-00041,1093.63,UPI,device-0059,103.84.52.188,0
TXN-0001571,2026-03-02T04:38:15,ACC-00183,ACC-00443,5911.03,NET_BANKING,device-0005,103.64.192.48,0
TXN-0001572,2026-03-02T04:39:00,ACC-00444,ACC-00578,1649.95,NET_BANKING,device-0054,103.89.67.23,0
TXN-0001573,2026-03-02T04:39:45,ACC-00093,ACC-00275,443.6,UPI,device-0104,103.137.11.159,0
TXN-0001574,2026-03-02T04:40:30,ACC-00378,ACC-00395,593.43,CARD,device-0034,103.44.132.108,0
